ADID	Name	Description	GLT_tag	GLT_Desc	Ent DR	EL Act	EL Obj	EL IO	EL Product	EL Process	Int 1 EL	Int 1 Type	Int 2 EL	Int 2 Type	CR1 Subj	CR1 Act	CR1 Obj	FR1 Subj	FR1 Act	FR1 Obj	FR1	WG1	WG1 Terminal Case	CR2	FR2	WG2	WG2 Terminal Case	Dept	Dept PL	Cust EL	Cust Product	Cust Type	Cust Temporal	CC EL	CC Product	CC Type	CC Relation	CC Relation Type	CC Temporal	CofC CR1	CofC FR1	CofC WG1	CofC CR2	CofC FR2	CofC WG2	CofC Terminal Case	CofC Dept	CofC El	CofC Product	CofC Type
3460	Fiberglass and spray foam insulation sale and installation for consumers - BG	These companies sell and install fiberglass or spray foam insulation for residential home owners	2A2	Equipment Distributer		3.1.2	B2i		RP	In-house					B2i	1.2.1	EdivA	A4ii	1.3.2	F	A4ii 1.3.2 F	DivA	DivM					DivA	Main	1.3.2 F	RP	Consumers	First																	
3500	Cold formed and extruded Products for Rail - PL	These companies cold form and extrude component parts for train manufacturers. 	2A1	Equipment manufacturers		2.2.2	B2ii		RP	In-house	2.2.2 B4ii	With Inventory			B2ii	1.3.2	DivA	B4ii	1.2.2	DivA	B4ii 1.2.2 DivA	(B4iii) 1.2.2 DivA	Product					(B4iii) 1.2.2 DivA	Main	(B4iii) 1.2.2 DivA	RP	Businesses	First									(B4iii) 1.2.2 DivA					DivA	DivA	Div	Businesses, Consumers, and Governments
3501	Cold formed and extruded Products for Automotive Manufacturers - PL	These companies cold form and extrude component parts for automotive manufacturers. 	2A1	Equipment manufacturers		2.2.2	B2ii		RP	In-house	2.2.2 B4ii	With Inventory			B2ii	1.3.2	DivA	B4ii	1.2.2	F	B4ii 1.2.2 F	(B4ii) 1.2.2 F	Product					(B4ii) 1.2.2 F	Main	1.3.2 F	RP	Consumers	First																	
3502	Catheter Lock Compound Solution - Sale through Distributors	These companies produce solutions that are injected into catheters in between uses and during storage to prevent incubation and spread of catheter-related infections. These solutions are sold to hospitals through distributors.	2A1	Equipment manufacturers		2.2.2	B4i		RP	Outsourced	3.1.2 DivA	With Inventory						B4i	2.2.3	B4ii	B4i 2.2.3 B4ii	2.3.2 F	Product					2.3.2 F	Main	2.3.2 F	AP	Businesses	First									2.3.2 F					2.3.2 F	1.3.2 F	RP	Consumers
3503	Catheter Lock Compound Solution - BG	These companies produce solutions that are injected into catheters to in-between use and during storage, to prevent incubation and spread of catheter-related infections.	2A1	Equipment manufacturers		2.2.2	B4i		RP	Outsourced								B4i	2.2.3	B4ii	B4i 2.2.3 B4ii	2.3.2 F	Product					2.3.2 F	Main	2.3.2 F	AP	Businesses	First									2.3.2 F					2.3.2 F	1.3.2 F	RP	Consumers
3504	Rain gutter sale and installation for consumers - PL	These companies sell and install rain gutters for residential home owners	2A2	Equipment Distributer		3.1.2	B2iii		RP	In-house					B2iii	1.2.2	B1i	A4ii	1.3.2	F	A4ii 1.3.2 F	DivA	DivM					DivA	Main	1.3.2 F	RP	Consumers	First																	
3505	Mirror sale and installation for consumers - PL	These companies sell and install mirrors for residential home owners	2A2	Equipment Distributer		3.1.2	B2iii		RP	In-house					B2iii	1.2.1	C1i	A4ii	1.3.2	F	A4ii 1.3.2 F	DivA	DivM					DivA	Main	1.3.2 F	RP	Consumers	First																	
3469	Contract Cold formed and extruded Products Manufacturer for Train Manufacturers - PL	These companies cold form and extrude component parts for train manufacturers on a contract basis. 	2B3	Contract Equipment Manufacturing		2.2.2	B2ii		AP	In-house											  	2.2.2 B2ii	ItP (2)	B2ii 1.3.2 B4ii		2.2.2 B4ii	Product	2.2.2 B4ii	Main	2.2.2 B4ii	RP	Businesses	First								B4ii 1.2.2 DivA	(B4iii) 1.2.2 DivA					DivA	(B4iii) 1.2.2 DivA	AP	Businesses
3507	Shower Door sale and installation for consumers - PL	These companies sell and install shower doors for residential home owners	2A2	Equipment Distributer		3.1.2	B2iii		RP	In-house					B2iii	1.2.1	F	A4ii	1.3.2	F	A4ii 1.3.2 F	DivA	DivM					DivA	Main	1.3.2 F	RP	Consumers	First																	
3458	Office Building Construction, with Subcontractors - PL	These companies construct offices.	1B1.J	Building Real Estate Contractors for Diversified Customers		2.2.2	A4ii		AP	Outsourced											  	2.2.2 A4ii	Subject		A4ii 1.3.2 F	DivA	DivM	DivA	Main	DivA	Div	Businesses	First																	
3459	Laboratory Construction, with Subcontractors - PL	These companies build laboratories.	1B1.J	Building Real Estate Contractors for Diversified Customers		2.2.2	A4ii		AP	Outsourced											  	2.2.2 A4ii	Subject		A4ii 1.3.2 B4ii	2.1.1 DivA (CdivA)	DivM	DivA	Main	DivA	Div	Businesses and Governments	First																	
3603	Teeth Whitening Gel Kit - PL	These companies manufacture and sell teeth whitening gel kit that can be used only with dental laser systems.	2A1	Equipment manufacturers		2.2.2	B4i		RP	In-house								B4i	2.3.2	B2ii	B4i 2.3.2 B2ii	2.3.2 F	Product					2.3.2 F	Main	2.3.2 F	AP	Businesses	First									2.3.2 F					2.3.2 F	1.3.2 F	RP	Consumers
3602	Compasses - PL	These companies manufacture compasses.	2A1	Equipment manufacturers		2.2.2	B4i		RP	In-house	(A4ii) 3.1.2 BdivA	With Inventory						B4i	2.2.2	C2ii	B4i 2.2.2 C2ii	1.2.1 F (C2ii)	Product					1.2.1 F (C2ii)	Main	1.3.2 F	RP	Consumers	First																	
3601	Protective Clothing for Businesses	These companies manufacture protective clothing sold through distributers for businesses.	2A1	Equipment manufacturers		2.2.2	B4i		RP	In-house	3.1.2 BdivA	With Inventory						B4i	1.3.2	F	B4i 1.3.2 F	1.3.1 F	Subject		F DivA DivA	DivA	DivM	DivA	Main	DivS	Div	Consumers	First							DivS DivS DivA	DivA DivA DivA	DivA					DivA	DivS	Div	Businesses, Consumers, and Governments
3600	Protective Clothing for Fire Departments - PL	These companies manufacture protective clothing sold through distributers for fire departments.	2A1	Equipment manufacturers		2.2.2	B4i		RP	In-house	3.1.2 BdivA	With Inventory						B4i	1.3.2	F	B4i 1.3.2 F	1.3.1 F	Subject		F DivA DivA	1.3.1 DivA	Product	1.3.1 DivA	Auxiliary	4.2.2 F	AP	Governments	First									1.3.1 F					DivA	DivA	Div	Businesses, Consumers, and Governments
3607	Air Conditioner Window Unit Installation - PL	These companies provide installation services to customers that purchase their air conditioner window unit.	2B3	Contract Equipment Manufacturing		2.2.2	B4ii		AP	In-house											  	2.2.2 B4ii	Subject		B4ii 1.2.2 E4iii	DivA	Subject	DivA	Main	1.3.2 F	RP	Consumers	First																	
3606	Cooking Ranges Installation - PL	These companies provide installation services to customers that purchase their cooking ranges.	2B3	Contract Equipment Manufacturing		2.2.2	B4ii		AP	In-house											  	2.2.2 B4ii	Subject		B4ii 2.2.2 E4iii	2.2.2 E4iii	Subject	DivA	Main	1.3.2 F	RP	Consumers	First																	
3605	Refrigerator and Freezer Installation - PL	These companies provide installation services to customers that purchase their refrigerators and freezers.	2B3	Contract Equipment Manufacturing		2.2.2	B4ii		AP	In-house											  	2.2.2 B4ii	Subject		B4ii 1.3.2 E4divA	(B4ii) 1.3.2 E4divA	Subject	DivA	Main	1.3.2 F	RP	Consumers	First																	
3604	Dishwasher, Washer, and Dryer Installation - PL	These companies provide installation services to customers that purchase their dishwashers, washers, and dryers.	2B3	Contract Equipment Manufacturing		2.2.2	B4ii		AP	In-house											  	2.2.2 B4ii	Subject		B4ii 2.2.3 B4i	2.2.3 B4i	Subject	DivA	Main	1.3.2 F	RP	Consumers	First																	
3609	Arterial Catheter-based Platform	These companies produce medical equipment used to remove hardened plaque and calcium from arteries.	2A1	Equipment manufacturers		2.2.2	B4ii		RP	In-house								B4ii	1.2.2	B1i	B4ii 1.2.2 B1i	2.3.2 F	Product					2.3.2 F	Main	2.3.2 F	AP	Businesses	First									2.3.2 F					2.3.2 F	1.3.2 F	RP	Consumers
3608	Navigation for the Military - PL	These companies manufacture navigation equipment for the military on a contract basis.	2B3	Contract Equipment Manufacturing		2.2.2	B4ii		AP	In-house											  	2.2.2 B4ii	Subject		B4ii 2.2.2 C2iii	1.2.1 F (C2iii)	Subject	1.3.1 DivA	Auxiliary	4.2.2 F	AP	Governments	First									1.3.1 DivA					DivA	DivA	Div	Businesses, Consumers, and Governments
3429	SaaS Data Analysis for Colleges - BG	These companies provide software as a service to help colleges use data to maximize student success.	3A3	Information Products meant to command		1.3.2	C4iii		RP	In-house								C4iii	2.2.2	C2iii	C4iii 2.2.2 C2iii	2.1.1 DivA (C2iii)	DivM					DivA	Main	2.1.2 F (C3iii)	AP	Businesses	First									2.1.2 F (C3iii)					2.1.2 F (C3iii)	1.3.2 F	RP	Consumers
3428	Advertising Distribution Software for Retail Stores	These companies rent their software to retail stores. This software stores and distributes advertising. 	3A3	Information Products meant to command		1.3.2	C4iii		RP	In-house								C4iii	1.3.2	C3ii	C4iii 1.3.2 C3ii	3.1.1 DivA (C3ii)	Product					3.1.1 DivA (C3ii)	Main	(A4ii) 3.1.2 DivA	RP	Businesses	First																	
3379	Retail of Television  - PL	These companies sell televisions at their store outlets.	2A2	Equipment Distributer	(A4ii)	3.1.2	B4ii		RP	In-house								B4ii	1.3.2	C3i	B4ii 1.3.2 C3i	(C3i) 2.2.2 F	Product					(C3i) 2.2.2 F	Main	1.3.2 F	RP	Consumers	First																	
3378	Retail User Input Computer Peripheral Devices  - PL	These companies sell user input peripherals devices like mice and keyboards.	2A2	Equipment Distributer	(A4ii)	3.1.2	B4ii		RP	In-house								B4ii	1.2.1	CdivA	B4ii 1.2.1 CdivA	DivA	DivM					DivA	Main	1.3.2 F	RP	Consumers	First																	
3377	Retail of DVD and Blu Ray Players - PL	These companies sell DVD and Blu Ray players at their store outlets.	2A2	Equipment Distributer	(A4ii)	3.1.2	B4ii		RP	In-house								B4ii	1.2.1	C3i	B4ii 1.2.1 C3i	(C3i) 2.2.2 F	Product					(C3i) 2.2.2 F	Main	1.3.2 F	RP	Consumers	First																	
3376	Television Sales: Online and In-store - BG	These companies retail televisions both online and at their stores.	2A2	Equipment Distributer	(DivS)	3.1.2	B4ii		RP	In-house								B4ii	1.3.2	C3i	B4ii 1.3.2 C3i	(C3i) 2.2.2 F	Product					(C3i) 2.2.2 F	Main	1.3.2 F	RP	Consumers	First																	
3421	Rental of Electronic Testing Equipment for Electronic Device Manufacturers – PL	These companies rent electronic testing equipment to electronic device manufacturers for use in testing during production. This equipment is not incorporated into the final product. 	2A2	Equipment Distributer		1.3.2	B4ii		RP	In-house								B4ii	2.2.2	C2iii	B4ii 2.2.2 C2iii	2.3.1 B4ii (C2iii)	Product					2.3.1 B4ii (C2iii)	Main	2.2.2 B4ii	Div	Businesses	First								B4ii DivA CdivA	DivA					DivA	DivA	Div	Businesses, Consumers, and Governments
3420	Rental of Electronic Testing Equipment for Use in Aerospace Defense Equipment Manufacture– PL	These companies rent electronic testing equipment to manufacturers and developers of aerospace defense equipment, who are contracted by the government. This equipment is used in testing during production. 	2A2	Equipment Distributer		1.3.2	B4ii		RP	In-house								B4ii	2.2.2	C2iii	B4ii 2.2.2 C2iii	2.3.1 B4ii (C2iii)	Product					2.3.1 B4ii (C2iii)	Main	2.2.2 B4ii	AP	Businesses	First									2.2.2 B4ii		B4ii DivA DivA 	1.3.1 DivA	Product	1.3.1 DivA	4.2.2 F	AP	Governments
3739	Residential Mortgage Security Rights Services	These companies service residential mortgages for mortgage originators or lenders. This includes the right to collect mortgage payments monthly, set aside taxes and insurance premiums in escrow, and forward interest and principal to the mortgage originator or lender. 	4B1	Financial Brokers		3.2.3	D4ii	(C4ii)	AP	In-house											  	3.2.3 D4ii (C4ii)	Product					3.2.3 D4ii (C4ii)	Main	3.3.2 D4ii	RP	Businesses	First								D4ii 1.1.2 A4ii	DivA					DivA	1.3.2 F	RP	Consumers
3738	Distribution of Non-rechargeable Consumer Batteries to Food Retailers - PL	These companies distribute non-rechargeable, consumer batteries to food retailers. 	5A1	Energy for Equipment or diversified resources Resource Products		3.1.2	E4iii		RP	In-house	(A4ii) 3.1.2 E4divA	With Inventory						E4iii	2.2.2	B4ii	E4iii 2.2.2 B4ii	DivA	DivM					DivA	Main	1.3.2 F	RP	Consumers	First																	
3737	Distribution of Diversified Processed Foods to Food Retailers - PL	These companies distribute various diversified processed foods to food retailers. 	5B1	Food Resource Products		3.1.2	E4ii		RP	In-house	(A4ii) 3.1.2 E4divA	With Inventory						E4ii	2.2.2	F	E4ii 2.2.2 F	DivA	DivM					DivA	Main	1.3.2 F	RP	Consumers	First																	
3736	Distribution of Diversified Processed Foods to Convenience Stores - PL	These companies distribute diversified processed foods to convenience stores. 	5B1	Food Resource Products		3.1.2	E4ii		RP	In-house	(A4ii) 3.1.2 E4ii	With Inventory						E4ii	2.2.2	F	E4ii 2.2.2 F	DivA	DivM					DivA	Main	1.3.2 F	RP	Consumers	First																	
3735	Distribution of Tobacco Products to Convenience Stores	These companies distribute cigarettes and various tobacco products primarily to convenience stores. 	5B1	Food Resource Products		3.1.2	E4ii		RP	In-house	(A4ii) 3.1.2 E4ii	With Inventory						E4ii	2.2.2	F	E4ii 2.2.2 F	(E4ii) 2.2.2 F	Product					(E4ii) 2.2.2 F	Main	1.3.2 F	RP	Consumers	First																	
3734	Distribution of Vitamins and Supplements to Food Retailers - PL	These companies distribute vitamins and nutritional supplements to various food retailers.	5B1	Food Resource Products		3.1.2	E4i		RP	In-house	(A4ii) 3.1.2 E4divA	With Inventory						E4i	2.2.3	F	E4i 2.2.3 F	2.2.3 F	Product					2.2.3 F	Main	1.3.2 F	RP	Consumers	First																	
3733	Distribution of Basic Foods to Food Retailers - PL	These companies distribute basic foods, such as produce, meat, and dairy, to convenience stores.	5B1	Food Resource Products		3.1.2	E4i		RP	In-house	(A4ii) 3.1.2 E4divA	With Inventory						E4i	2.2.2	F	E4i 2.2.2 F	DivA	DivM					DivA	Main	1.3.2 F	RP	Consumers	First																	
3732	Distribution of Basic Foods to Convenience Stores - PL	These companies distribute basic foods, such as produce, meat, and dairy, to convenience stores.	5B1	Food Resource Products		3.1.2	E4i		RP	In-house	(A4ii) 3.1.2 E4ii	With Inventory						E4i	2.2.2	F	E4i 2.2.2 F	DivA	DivM					DivA	Main	1.3.2 F	RP	Consumers	First																	
3731	Distribution of Sauces, Spreads, Mixes, and Dehydrated Foods to Food Retailers - PL	These companies distribute various sauces, spreads, mixes, and dehydrated foods to various food retailers. 	5	Energy		3.1.2	E2i		RP	In-house	(A4ii) 3.1.2 E4divA	With Inventory			E2i	1.3.2	E4divS	E4divS	2.2.2	F	E4divS 2.2.2 F	DivA	DivM					DivA	Main	1.3.2 F	RP	Consumers	First																	
3730	Distribution of Sauces, Spreads, Mixes, and Dehydrated Foods to Convenience Stores - PL	These companies distribute various sauces, spreads, mixes, and dehydrated foods to convenience stores. 	5	Energy		3.1.2	E2i		RP	In-house	(A4ii) 3.1.2 E4ii	With Inventory			E2i	1.3.2	E4divS	E4divS	2.2.2	F	E4divS 2.2.2 F	DivA	DivM					DivA	Main	1.3.2 F	RP	Consumers	First																	
3782	Warehouse Lessor for Industrial Equipment Manufacturers - PL	These companies lease warehouses to industrial equipment manufacturers.	1A2.B	Real Estate Lessors		3.3.2	A4ii		RP	In-house								A4ii	1.3.2	DivA	A4ii 1.3.2 DivA	(A4ii) 1.3.2 DIvA	DivM					DivA	Main	2.2.2 B4ii	RP	Businesses	First								B4ii DivA DivA	2.2.2 DivA					2.2.2 DivA	2.2.2 DivA	RP	Businesses
3783	Warehouse Lessor for Personal Product Manufacturers - PL	These companies lease warehouses to personal product manufacturers.	1A2.B	Real Estate Lessors		3.3.2	A4ii		RP	In-house								A4ii	1.3.2	DivA	A4ii 1.3.2 DivA	(A4ii) 1.3.2 DivA	DivM					DivA	Main	2.2.2 BdivA	RP	Businesses	First							BdivA DivA DivA	DivA DivA DivA	DivA					DivA	1.3.2 F	RP	Consumers
3780	Office Lessor for Food and Beverage Producers - PL	These companies lease office space for food and beverage producers.	1A2.B	Real Estate Lessors		3.3.2	A4ii		RP	In-house								A4ii	1.3.2	F	A4ii 1.3.2 F	DivA	DivM					DivA	Main	2.2.2 E4divS	RP	Businesses	First								E4divS 2.2.2 F	DivA					DivA	1.3.2 F	RP	Consumers
3781	Office Lessor for Business Service Companies - PL	These companies lease office space to business service companies, including IT, Consulting, etc.	1A2.B	Real Estate Lessors		3.3.2	A4ii		RP	In-house								A4ii	1.3.2	F	A4ii 1.3.2 F	DivA	DivM					DivA	Main	DivA	AP	Businesses	First									DivA					DivA	DivA	Div	Businesses
3786	LED Display Leasing for Education - PL	These companies rent LED displays for education	2A2	Equipment Distributer		3.3.2	B3ii		RP	In-house					B3ii	1.2.2	CdivA	B4ii	1.3.2	CdivA	B4ii 1.3.2 CdivA	2.1.2 F (C3iii)	Product					2.1.2 F (C3iii)	Main	2.1.2 F (C3iii)	AP	Businesses	First									2.1.2 F (C3iii)					2.1.2 F (C3iii)	1.3.2 F	RP	Consumers
3787	Diversified Equipment Lessor - PL	These companies lease diversified equipment to diversified businesses.	2A2	Equipment Distributer		3.3.2	B4divA		RP	In-house								B4divA	DivA	DivA	B4divA DivA DivA	DivA	DivM					DivA	Main	2.2.2 DivA	Div	Businesses	First																	
3784	LED Display Leasing - BG	These companies lease LED displays to diversified businesses	2A2	Equipment Distributer		3.3.2	B3ii		RP	In-house					B3ii	1.2.2	CdivA	A4ii	1.3.2	DivA	A4ii 1.3.2 DivA	DivA	DivM					DivA	Main	DivA	Div	Businesses	First									DivA					DivA	1.3.2 F	RP	Consumers
3785	LED Display Leasing for Sports - PL	These companies lease LED displays for sports venues	2A2	Equipment Distributer		3.3.2	B3ii		RP	In-house					B3ii	1.2.2	CdivA	B4ii	1.3.2	CdivA	B4ii 1.3.2 CdivA	(F) 2.2.2 F	Product					(F) 2.2.2 F	Main	(F) 2.2.2 F	AP	Businesses	First									(F) 2.2.2 F					(F) 2.2.2 F	1.3.2 F	RP	Consumers
3423	Rental of Electronic Testing Equipment for Use by Original Equipment Manufacturers (OEMs) – PL	These companies rent electronic testing equipment to general equipment manufacturers. This equipment is used in testing during production. 	2A2	Equipment Distributer		1.3.2	B4ii		RP	In-house								B4ii	2.2.2	C2iii	B4ii 2.2.2 C2iii	2.3.1 BdivA (C2iii)	Product					2.3.1 BdivA (C2iii)	Main	2.2.2 BdivA	Div	Businesses	First																	
3422	Rental of Electronic Testing Equipment for Use in Telecommunications Networks – PL	These companies rent electronic testing equipment to telecommunications networks. This equipment is used in testing various products and equipment.	2A2	Equipment Distributer		1.3.2	B4ii		RP	In-house								B4ii	2.2.2	C2iii	B4ii 2.2.2 C2iii	2.3.1 B4iii (C2iii)	Subject		B4iii 1.2.2 CdivA	(B4iii) 1.2.2 CdivA	Product	(B4iii) 1.2.2 CdivA	Main	(B4iii) 1.2.2 CdivA	AP	Businesses	First									(B4ii) 1.2.2 CdivA					DivA	DivA	Div	Businesses, Consumers, and Governments
3788	Lessor of Chassis - PL	These companies lease chassis to shipping companies.	2A2	Equipment Distributer		3.3.2	B4i		RP	In-house								B4i	1.3.2	B4divS	B4i 1.3.2 B4divS	(B4ii) 1.2.2 DivA	Product					(B4ii) 1.2.2 DivA	Main	(B4ii) 1.2.2 DivA	AP	Businesses	First									(B4ii) 1.2.2 DivA					DivA	DivA	Div	Businesses, Consumers, and Governments
3789	Lessor of Shipping Containers	These companies lease shipping containers to shipping companies.	2A2	Equipment Distributer		3.3.2	B4i		RP	In-house								B4i	1.3.2	DivA	B4i 1.3.2 DivA	(B4i) 1.3.2 DivA	Product					(B4i) 1.3.2 DivA	Main	(B4ii) 1.2.2 DivA	AP	Businesses	First									(B4ii) 1.2.2 DivA					DivA	DivA	Div	Businesses, Consumers, and Governments
3426	Equestrian Breeding Database – PL	These companies provide horse lineage databases on a subscription basis. These databases are primarily used for research into thoroughbred breeding stock.   	3A1	Information Products meant to inform		1.3.2	C2i		RP	In-house					C2i	2.1.1	B4ii				  	1.1.1 B1i (C2i)	ItS	B1i 2.2.2 B4ii	B4ii 2.2.2 F	(B4ii) 2.2.2 F	Product	(B4ii) 2.2.2 F	Main	(B4ii) 2.2.2 F	AP	Businesses	First									(B4ii) 2.2.2 F 					(B4ii) 2.2.2 F 	1.3.2 F 	RP	Consumers
3425	Rental of Electronic Testing Equipment to Diversified Businesses – BG	These companies rent electronic testing equipment for use in testing during production to diversified businesses. 	2A2	Equipment Distributer		1.3.2	B4ii		RP	In-house								B4ii	2.2.2	C2iii	B4ii 2.2.2 C2iii	2.3.1 BdivA (C2iii)	DivM					DivA	Main	DivA	Div	Businesses	First																	
